Trip_ID,Destination,State,Days,Travelers,Hotel_Type,Hotel_Cost,Food_Cost,Transport_Cost,Activity_Cost,Shopping_Cost,Season,Travel_Mode,Total_Expense
11419,Shimla,Himachal Pradesh,3,5,Luxury,39000,11748,9152,1959,9907,Summer,Flight,71766
11420,Varanasi,Uttar Pradesh,10,1,Standard,35000,8201,5767,7260,1494,Monsoon,Car,57722
11421,Shimla,Himachal Pradesh,7,1,Standard,24500,5717,3166,10983,2910,Monsoon,Train,47276
11422,Mysore,Karnataka,5,5,Premium,35000,17716,9603,6875,2981,Monsoon,Flight,72175
11423,Jaipur,Rajasthan,9,1,Budget,13500,7732,3701,5652,6972,Monsoon,Train,37557
11424,Goa,Goa,4,1,Premium,28000,2807,9209,4732,4755,Summer,Flight,49503
11425,Goa,Goa,9,3,Premium,63000,19708,9570,12888,5955,Winter,Flight,111121
11426,Manali,Himachal Pradesh,2,1,Luxury,26000,2453,5911,2320,3770,Winter,Car,40454
11427,Varanasi,Uttar Pradesh,4,4,Premium,28000,12144,2351,4280,3741,Summer,Bus,50516
11428,Varanasi,Uttar Pradesh,10,3,Budget,15000,22105,3363,14980,795,Monsoon,Train,56243
11429,Manali,Himachal Pradesh,7,5,Luxury,91000,24719,3816,9499,2571,Winter,Train,131605
11430,Shimla,Himachal Pradesh,4,5,Budget,6000,15478,5852,4404,9719,Monsoon,Car,41453
11431,Jaipur,Rajasthan,6,6,Luxury,78000,25635,3332,3396,566,Winter,Train,110929
11432,Agra,Uttar Pradesh,6,5,Premium,42000,21988,2214,3804,4880,Summer,Bus,74886
11433,Delhi,Delhi,4,6,Premium,28000,18043,3298,7800,9681,Monsoon,Train,66822
11434,Jaipur,Rajasthan,5,1,Premium,35000,4943,5130,2560,9476,Winter,Car,57109
11435,Agra,Uttar Pradesh,7,3,Luxury,91000,15420,2254,9303,9923,Summer,Bus,127900
11436,Varanasi,Uttar Pradesh,8,3,Premium,56000,17851,9315,10600,6367,Monsoon,Flight,100133
11437,Goa,Goa,4,2,Budget,6000,6250,5608,5616,9209,Winter,Car,32683
11438,Manali,Himachal Pradesh,9,1,Standard,31500,7328,1954,4707,3923,Monsoon,Bus,49412
11439,Shimla,Himachal Pradesh,5,1,Budget,7500,3958,9619,6045,5306,Summer,Flight,32428
11440,Delhi,Delhi,3,3,Premium,21000,7303,5832,1896,910,Winter,Car,36941
11441,Shimla,Himachal Pradesh,8,6,Standard,28000,34654,9442,5464,1503,Summer,Flight,79063
11442,Delhi,Delhi,7,1,Standard,24500,6261,5935,10654,1670,Monsoon,Car,49020
11443,Mumbai,Maharashtra,8,4,Budget,12000,22690,3126,4984,5134,Winter,Train,47934
11444,Jaipur,Rajasthan,3,4,Luxury,39000,8557,9564,2592,8342,Winter,Flight,68055
11445,Delhi,Delhi,4,1,Standard,14000,3816,1819,5864,5619,Winter,Bus,31118
11446,Mysore,Karnataka,7,6,Standard,24500,30508,5754,9499,6741,Monsoon,Car,77002
11447,Agra,Uttar Pradesh,7,5,Luxury,91000,25006,3407,12768,8977,Summer,Train,141158
11448,Goa,Goa,6,2,Premium,42000,8939,5453,4998,4425,Summer,Car,65815
11449,Varanasi,Uttar Pradesh,10,4,Budget,15000,29209,1983,6910,5715,Winter,Bus,58817
11450,Goa,Goa,7,1,Budget,10500,5619,1560,4172,1756,Summer,Bus,23607
11451,Udaipur,Rajasthan,9,5,Standard,31500,31947,9547,17262,8285,Summer,Flight,98541
11452,Agra,Uttar Pradesh,5,6,Budget,7500,21879,9714,7750,6548,Monsoon,Flight,53391
11453,Varanasi,Uttar Pradesh,5,1,Standard,17500,4250,3150,7820,9375,Winter,Train,42095
11454,Udaipur,Rajasthan,9,6,Luxury,117000,38795,9692,11826,1691,Summer,Flight,179004
11455,Varanasi,Uttar Pradesh,10,2,Premium,70000,14915,3764,17160,1510,Monsoon,Train,107349
11456,Varanasi,Uttar Pradesh,9,3,Budget,13500,20214,9145,10674,6102,Summer,Flight,59635
11457,Agra,Uttar Pradesh,2,1,Standard,7000,2064,3035,3050,6357,Summer,Train,21506
11458,Jaipur,Rajasthan,3,5,Luxury,39000,10954,9053,3321,692,Monsoon,Flight,63020
11459,Manali,Himachal Pradesh,4,6,Luxury,52000,17640,2432,4572,8299,Winter,Bus,84943
11460,Udaipur,Rajasthan,8,2,Standard,28000,12426,3961,5184,3611,Monsoon,Train,53182
11461,Agra,Uttar Pradesh,5,5,Luxury,65000,17635,2322,3130,1275,Monsoon,Bus,89362
11462,Manali,Himachal Pradesh,4,1,Standard,14000,3146,5104,2104,5957,Summer,Car,30311
11463,Manali,Himachal Pradesh,5,5,Premium,35000,18548,3106,4550,6251,Winter,Train,67455
11464,Varanasi,Uttar Pradesh,4,5,Standard,14000,15300,5159,7252,8715,Monsoon,Car,50426
11465,Agra,Uttar Pradesh,3,2,Premium,21000,4514,9303,4227,5799,Winter,Flight,44843
11466,Udaipur,Rajasthan,2,3,Premium,14000,5012,1873,2868,6849,Winter,Bus,30602
11467,Mumbai,Maharashtra,4,6,Standard,14000,16934,3386,5484,719,Winter,Train,40523
11468,Udaipur,Rajasthan,3,1,Luxury,39000,2592,5103,1539,8255,Summer,Car,56489
11469,Shimla,Himachal Pradesh,2,2,Standard,7000,4002,1888,2968,60,Summer,Bus,15918
11470,Mumbai,Maharashtra,5,1,Premium,35000,4507,5878,8725,2165,Summer,Car,56275
11471,Udaipur,Rajasthan,9,3,Standard,31500,18992,2143,17577,538,Monsoon,Bus,70750
11472,Manali,Himachal Pradesh,8,2,Premium,56000,12356,9859,4592,18,Summer,Flight,82825
11473,Shimla,Himachal Pradesh,2,4,Budget,3000,6644,9255,2380,1801,Winter,Flight,23080
11474,Jaipur,Rajasthan,8,2,Luxury,104000,11499,1987,6896,713,Summer,Bus,125095
11475,Udaipur,Rajasthan,10,2,Standard,35000,15266,2241,11200,1345,Winter,Bus,65052
11476,Varanasi,Uttar Pradesh,8,1,Standard,28000,5787,2235,12344,5282,Monsoon,Bus,53648
11477,Mumbai,Maharashtra,9,5,Budget,13500,31729,5814,10719,1674,Summer,Car,63436
11478,Udaipur,Rajasthan,9,4,Standard,31500,25977,9608,17001,6250,Monsoon,Flight,90336
11479,Delhi,Delhi,6,5,Budget,9000,21154,9179,5724,7370,Monsoon,Flight,52427
11480,Mysore,Karnataka,8,6,Luxury,104000,33909,1555,11776,776,Monsoon,Bus,152016
11481,Mumbai,Maharashtra,3,6,Luxury,39000,13624,9147,3327,7461,Winter,Flight,72559
11482,Mysore,Karnataka,6,2,Premium,42000,8425,3353,9888,5862,Winter,Train,69528
11483,Delhi,Delhi,8,4,Luxury,104000,22480,9859,5280,34,Winter,Flight,141653
11484,Manali,Himachal Pradesh,2,2,Budget,3000,3860,2389,3368,3906,Monsoon,Bus,16523
11485,Delhi,Delhi,10,1,Standard,35000,7199,9666,19390,9432,Summer,Flight,80687
11486,Udaipur,Rajasthan,9,4,Budget,13500,26147,9200,8577,6245,Monsoon,Flight,63669
11487,Varanasi,Uttar Pradesh,8,4,Budget,12000,23141,9887,5152,228,Monsoon,Flight,50408
11488,Manali,Himachal Pradesh,3,5,Standard,10500,11415,3655,1968,4571,Monsoon,Train,32109
11489,Mysore,Karnataka,2,2,Standard,7000,3684,9168,2470,29,Winter,Flight,22351
11490,Shimla,Himachal Pradesh,9,2,Luxury,117000,13463,2053,10485,4425,Winter,Bus,147426
11491,Jaipur,Rajasthan,6,4,Standard,21000,17182,3203,8904,8547,Winter,Train,58836
11492,Manali,Himachal Pradesh,2,4,Budget,3000,7020,1561,2406,4542,Summer,Bus,18529
11493,Shimla,Himachal Pradesh,3,2,Luxury,39000,5370,5841,2283,8922,Monsoon,Car,61416
11494,Jaipur,Rajasthan,6,4,Budget,9000,18083,1548,8964,5521,Winter,Bus,43116
11495,Varanasi,Uttar Pradesh,2,5,Premium,14000,7442,1554,1624,2173,Winter,Bus,26793
11496,Jaipur,Rajasthan,5,3,Standard,17500,10984,2337,7305,8248,Summer,Bus,46374
11497,Mumbai,Maharashtra,7,1,Premium,49000,5123,2498,11445,1329,Summer,Bus,69395
11498,Varanasi,Uttar Pradesh,4,3,Standard,14000,9427,1887,6820,2159,Winter,Bus,34293
11499,Goa,Goa,8,3,Premium,56000,17165,3989,6800,3059,Winter,Train,87013
11500,Jaipur,Rajasthan,6,3,Premium,42000,13361,5598,4824,2569,Summer,Car,68352
11501,Jaipur,Rajasthan,10,5,Budget,15000,36331,2051,7580,156,Summer,Bus,61118
11502,Delhi,Delhi,6,4,Budget,9000,18047,5029,8130,4920,Winter,Car,45126
11503,Manali,Himachal Pradesh,2,5,Standard,7000,8297,9480,2668,5475,Monsoon,Flight,32920
11504,Udaipur,Rajasthan,10,3,Premium,70000,22296,2347,8710,5481,Winter,Bus,108834
11505,Goa,Goa,7,1,Budget,10500,5850,3467,8379,9218,Winter,Train,37414
11506,Goa,Goa,10,5,Standard,35000,35258,3448,7070,1151,Monsoon,Train,81927
11507,Delhi,Delhi,7,6,Standard,24500,29403,9704,12845,8097,Monsoon,Flight,84549
11508,Goa,Goa,2,2,Premium,14000,3143,3594,3818,9880,Monsoon,Train,34435
11509,Goa,Goa,6,2,Budget,9000,9278,3571,4650,3671,Monsoon,Train,30170
11510,Udaipur,Rajasthan,7,5,Premium,49000,25598,5805,12754,3855,Winter,Car,97012
11511,Varanasi,Uttar Pradesh,5,2,Budget,7500,7141,3455,2675,2640,Winter,Train,23411
11512,Manali,Himachal Pradesh,2,6,Budget,3000,9884,9754,3434,4477,Summer,Flight,30549
11513,Mumbai,Maharashtra,2,5,Premium,14000,8183,1671,1170,1521,Winter,Bus,26545
11514,Udaipur,Rajasthan,5,3,Standard,17500,11905,5946,4880,718,Winter,Car,40949
11515,Delhi,Delhi,4,3,Premium,28000,8550,5381,4360,9233,Monsoon,Car,55524
11516,Varanasi,Uttar Pradesh,10,3,Luxury,130000,22035,2349,12530,9271,Summer,Bus,176185
11517,Delhi,Delhi,7,1,Budget,10500,6222,3955,12250,5904,Monsoon,Train,38831
11518,Varanasi,Uttar Pradesh,3,4,Budget,4500,8912,9765,4068,3271,Summer,Flight,30516
11519,Jaipur,Rajasthan,8,4,Standard,28000,23759,5040,14864,9896,Monsoon,Car,81559
11520,Udaipur,Rajasthan,2,1,Luxury,26000,1967,1821,1464,4353,Winter,Bus,35605
11521,Mumbai,Maharashtra,6,3,Luxury,78000,13321,5162,7818,5528,Summer,Car,109829
11522,Udaipur,Rajasthan,9,4,Budget,13500,26164,1790,13068,2047,Winter,Bus,56569
11523,Jaipur,Rajasthan,4,1,Premium,28000,3224,1714,4236,6955,Winter,Bus,44129
11524,Goa,Goa,2,5,Luxury,26000,7552,2159,2398,9067,Summer,Bus,47176
11525,Udaipur,Rajasthan,9,2,Premium,63000,12925,9231,4527,4163,Monsoon,Flight,93846
11526,Mumbai,Maharashtra,3,3,Budget,4500,7167,5737,1836,6958,Winter,Car,26198
11527,Varanasi,Uttar Pradesh,9,4,Standard,31500,26430,9669,15282,8806,Winter,Flight,91687
11528,Shimla,Himachal Pradesh,9,4,Premium,63000,25269,5120,8010,2380,Monsoon,Car,103779
11529,Mysore,Karnataka,9,5,Standard,31500,32919,3930,4554,7043,Summer,Train,79946
11530,Udaipur,Rajasthan,7,4,Premium,49000,21007,1536,12810,9639,Summer,Bus,93992
11531,Delhi,Delhi,9,2,Luxury,117000,13031,5244,16245,3786,Winter,Car,155306
11532,Mumbai,Maharashtra,9,1,Standard,31500,6509,2394,13860,8743,Monsoon,Bus,63006
11533,Manali,Himachal Pradesh,2,5,Luxury,26000,8231,3531,3146,2050,Winter,Train,42958
11534,Mysore,Karnataka,10,1,Standard,35000,7215,5784,9050,8455,Monsoon,Car,65504
11535,Manali,Himachal Pradesh,8,4,Premium,56000,22703,1900,7752,7857,Summer,Bus,96212
11536,Varanasi,Uttar Pradesh,3,6,Budget,4500,13704,3199,1614,1053,Summer,Train,24070
11537,Agra,Uttar Pradesh,4,4,Standard,14000,12587,3370,6656,3621,Summer,Train,40234
11538,Delhi,Delhi,2,5,Premium,14000,7294,2165,1172,4878,Winter,Bus,29509
11539,Delhi,Delhi,10,2,Budget,15000,15032,3600,15670,3056,Summer,Train,52358
11540,Shimla,Himachal Pradesh,9,4,Premium,63000,25978,3100,13302,1821,Monsoon,Train,107201
11541,Mumbai,Maharashtra,2,6,Premium,14000,8610,1734,1088,6065,Monsoon,Bus,31497
11542,Varanasi,Uttar Pradesh,9,6,Luxury,117000,38363,3478,16002,6532,Summer,Train,181375
11543,Mumbai,Maharashtra,10,1,Luxury,130000,7068,3275,10340,3982,Monsoon,Train,154665
11544,Manali,Himachal Pradesh,2,5,Standard,7000,8229,5217,3028,6598,Monsoon,Car,30072
11545,Mysore,Karnataka,2,4,Premium,14000,6224,2372,1096,7135,Monsoon,Bus,30827
11546,Shimla,Himachal Pradesh,2,1,Premium,14000,2288,2288,1716,4636,Summer,Bus,24928
11547,Varanasi,Uttar Pradesh,8,3,Luxury,104000,18299,3431,4504,3812,Winter,Train,134046
11548,Goa,Goa,2,5,Premium,14000,8339,5384,1092,3871,Winter,Car,32686
11549,Shimla,Himachal Pradesh,6,6,Budget,9000,26029,9307,5814,5193,Monsoon,Flight,55343
11550,Jaipur,Rajasthan,5,5,Standard,17500,17634,1867,4615,6069,Winter,Bus,47685
11551,Goa,Goa,3,4,Luxury,39000,9849,2052,2505,6159,Summer,Bus,59565
11552,Goa,Goa,2,4,Luxury,26000,6687,5389,1606,6530,Monsoon,Car,46212
11553,Goa,Goa,6,3,Premium,42000,12991,5979,4140,4866,Winter,Car,69976
11554,Varanasi,Uttar Pradesh,4,4,Budget,6000,12317,1826,5060,6836,Winter,Bus,32039
11555,Varanasi,Uttar Pradesh,6,3,Premium,42000,13776,1710,8934,9260,Winter,Bus,75680
11556,Shimla,Himachal Pradesh,10,1,Premium,70000,8221,3716,19950,7106,Monsoon,Train,108993
11557,Jaipur,Rajasthan,2,3,Luxury,26000,4516,9974,3356,9208,Summer,Flight,53054
11558,Shimla,Himachal Pradesh,4,4,Budget,6000,12300,3680,3412,3059,Monsoon,Train,28451
11559,Varanasi,Uttar Pradesh,3,2,Standard,10500,4526,5747,1554,7590,Winter,Car,29917
11560,Shimla,Himachal Pradesh,10,5,Standard,35000,36464,2499,9550,792,Monsoon,Bus,84305
11561,Delhi,Delhi,2,5,Standard,7000,7831,1606,2524,7163,Winter,Bus,26124
11562,Shimla,Himachal Pradesh,5,5,Standard,17500,18337,5066,7130,4689,Monsoon,Car,52722
11563,Shimla,Himachal Pradesh,5,2,Luxury,65000,7172,9556,3235,3956,Summer,Flight,88919
11564,Mumbai,Maharashtra,6,1,Premium,42000,5617,3062,6132,4104,Summer,Train,60915
11565,Manali,Himachal Pradesh,6,6,Luxury,78000,25894,1648,9792,6690,Summer,Bus,122024
11566,Manali,Himachal Pradesh,8,2,Standard,28000,12367,3206,11632,9009,Monsoon,Train,64214
11567,Delhi,Delhi,10,1,Premium,70000,8000,1854,14830,2800,Monsoon,Bus,97484
11568,Delhi,Delhi,6,1,Luxury,78000,4455,9256,10812,319,Summer,Flight,102842
11569,Jaipur,Rajasthan,6,2,Premium,42000,9638,5221,11460,3505,Monsoon,Car,71824
11570,Mysore,Karnataka,5,3,Budget,7500,11735,2231,9310,587,Winter,Bus,31363
11571,Varanasi,Uttar Pradesh,3,4,Budget,4500,9439,9061,3450,9715,Monsoon,Flight,36165
11572,Delhi,Delhi,9,4,Budget,13500,25451,1856,8613,6687,Monsoon,Bus,56107
11573,Mumbai,Maharashtra,6,6,Budget,9000,26139,2052,4806,8190,Summer,Bus,50187
11574,Shimla,Himachal Pradesh,2,2,Standard,7000,3641,5737,2354,3515,Monsoon,Car,22247
11575,Manali,Himachal Pradesh,4,2,Luxury,52000,5679,5836,2960,7662,Summer,Car,74137
11576,Manali,Himachal Pradesh,2,4,Luxury,26000,6901,9376,2808,3338,Monsoon,Flight,48423
11577,Manali,Himachal Pradesh,7,6,Luxury,91000,30533,9729,9590,3044,Monsoon,Flight,143896
11578,Agra,Uttar Pradesh,10,5,Luxury,130000,36375,3441,5000,9109,Winter,Train,183925
11579,Mysore,Karnataka,10,3,Budget,15000,22260,2290,15100,9765,Monsoon,Bus,64415
11580,Goa,Goa,3,1,Luxury,39000,2680,9243,4038,9934,Winter,Flight,64895
11581,Mysore,Karnataka,4,2,Standard,14000,6588,5095,3692,4008,Monsoon,Car,33383
11582,Goa,Goa,3,1,Luxury,39000,2441,2163,4467,3804,Summer,Bus,51875
11583,Manali,Himachal Pradesh,3,3,Standard,10500,6794,9549,4665,205,Summer,Flight,31713
11584,Mumbai,Maharashtra,7,6,Standard,24500,30317,3246,5782,7177,Summer,Train,71022
11585,Mysore,Karnataka,5,4,Premium,35000,14567,2087,4705,6002,Monsoon,Bus,62361
11586,Shimla,Himachal Pradesh,6,4,Standard,21000,17141,5772,10176,5265,Monsoon,Car,59354
11587,Manali,Himachal Pradesh,5,1,Luxury,65000,3813,1935,9555,1689,Winter,Bus,81992
11588,Mumbai,Maharashtra,9,2,Budget,13500,12652,3874,12681,3312,Winter,Train,46019
11589,Delhi,Delhi,6,1,Budget,9000,4453,5416,9666,5704,Winter,Car,34239
11590,Goa,Goa,7,2,Budget,10500,10060,9505,7735,788,Winter,Flight,38588
11591,Jaipur,Rajasthan,6,6,Luxury,78000,25738,5973,3510,4985,Summer,Car,118206
11592,Delhi,Delhi,7,3,Luxury,91000,15444,3021,4662,2863,Winter,Train,116990
11593,Manali,Himachal Pradesh,6,1,Standard,21000,4849,3790,5064,1885,Monsoon,Train,36588
11594,Shimla,Himachal Pradesh,3,1,Luxury,39000,3100,5088,2475,4916,Winter,Car,54579
11595,Shimla,Himachal Pradesh,6,1,Standard,21000,5656,2237,7578,9848,Summer,Bus,46319
11596,Manali,Himachal Pradesh,4,2,Premium,28000,6435,5615,6884,9105,Winter,Car,56039
11597,Manali,Himachal Pradesh,5,4,Budget,7500,15233,1813,2590,5635,Monsoon,Bus,32771
11598,Mumbai,Maharashtra,10,6,Standard,35000,42749,2009,17830,543,Monsoon,Bus,98131
11599,Shimla,Himachal Pradesh,8,6,Premium,56000,33961,5373,10272,675,Summer,Car,106281
11600,Mysore,Karnataka,7,3,Premium,49000,15157,9184,6993,6315,Winter,Flight,86649
11601,Udaipur,Rajasthan,2,2,Premium,14000,3614,3890,1250,3107,Winter,Train,25861
11602,Agra,Uttar Pradesh,3,5,Standard,10500,10821,9723,2325,2364,Monsoon,Flight,35733
11603,Shimla,Himachal Pradesh,5,4,Luxury,65000,14321,5158,8675,6391,Monsoon,Car,99545
11604,Varanasi,Uttar Pradesh,8,3,Premium,56000,17296,5666,6704,5519,Summer,Car,91185
11605,Udaipur,Rajasthan,6,1,Budget,9000,5252,9997,8316,5383,Summer,Flight,37948
11606,Shimla,Himachal Pradesh,3,3,Luxury,39000,7011,1601,2382,7479,Summer,Bus,57473
11607,Mysore,Karnataka,5,3,Budget,7500,11670,9381,5940,1528,Summer,Flight,36019
11608,Delhi,Delhi,2,6,Premium,14000,8850,3781,1468,7914,Summer,Train,36013
11609,Agra,Uttar Pradesh,3,3,Premium,21000,7500,2272,5088,7176,Summer,Bus,43036
11610,Shimla,Himachal Pradesh,10,6,Luxury,130000,42615,1766,9170,6455,Summer,Bus,190006
11611,Udaipur,Rajasthan,8,2,Budget,12000,12129,2146,8392,392,Monsoon,Bus,35059
11612,Mumbai,Maharashtra,9,4,Luxury,117000,26397,5767,10908,9829,Monsoon,Car,169901
11613,Mysore,Karnataka,8,6,Budget,12000,34659,9298,5200,6584,Monsoon,Flight,67741
11614,Mumbai,Maharashtra,5,5,Standard,17500,18065,9660,8055,9202,Monsoon,Flight,62482
11615,Udaipur,Rajasthan,4,4,Premium,28000,12008,1655,4444,8602,Winter,Bus,54709
11616,Mumbai,Maharashtra,6,1,Budget,9000,5114,1816,5982,9009,Monsoon,Bus,30921
11617,Mumbai,Maharashtra,8,3,Premium,56000,17971,9668,4200,5227,Monsoon,Flight,93066
11618,Mumbai,Maharashtra,2,5,Budget,3000,8219,9138,2282,5441,Summer,Flight,28080
11619,Jaipur,Rajasthan,10,1,Standard,35000,7632,9494,11340,7168,Summer,Flight,70634
11620,Jaipur,Rajasthan,7,2,Standard,24500,10663,5958,9695,607,Monsoon,Car,51423
11621,Manali,Himachal Pradesh,2,3,Standard,7000,4417,5424,3766,8056,Monsoon,Car,28663
11622,Udaipur,Rajasthan,3,5,Budget,4500,11868,1764,3462,5852,Summer,Bus,27446
11623,Mumbai,Maharashtra,8,6,Budget,12000,34125,9194,12024,1913,Winter,Flight,69256
11624,Agra,Uttar Pradesh,8,2,Standard,28000,11543,5695,11320,5148,Summer,Car,61706
11625,Varanasi,Uttar Pradesh,3,5,Budget,4500,11121,1509,5433,2450,Winter,Bus,25013
11626,Udaipur,Rajasthan,8,3,Luxury,104000,18118,3446,5728,4022,Summer,Train,135314
11627,Shimla,Himachal Pradesh,2,6,Standard,7000,8675,5396,1902,1647,Monsoon,Car,24620
11628,Shimla,Himachal Pradesh,8,1,Budget,12000,6088,1862,14536,2163,Monsoon,Bus,36649
11629,Mumbai,Maharashtra,2,4,Budget,3000,6723,1548,1926,1816,Winter,Bus,15013
11630,Jaipur,Rajasthan,5,5,Premium,35000,18139,9488,5265,6935,Summer,Flight,74827
11631,Jaipur,Rajasthan,7,5,Budget,10500,25585,3718,7868,3674,Winter,Train,51345
11632,Delhi,Delhi,5,1,Standard,17500,3624,5852,3435,3743,Winter,Car,34154
11633,Mysore,Karnataka,9,6,Standard,31500,39049,9226,12942,1030,Monsoon,Flight,93747
11634,Manali,Himachal Pradesh,3,4,Standard,10500,9300,9180,4887,8221,Monsoon,Flight,42088
11635,Varanasi,Uttar Pradesh,8,5,Luxury,104000,28030,9794,13464,2599,Monsoon,Flight,157887
11636,Agra,Uttar Pradesh,7,3,Luxury,91000,15873,9052,11949,4535,Winter,Flight,132409
11637,Shimla,Himachal Pradesh,10,1,Budget,15000,7733,3627,13400,1463,Winter,Train,41223
11638,Mysore,Karnataka,8,6,Premium,56000,34493,3183,8864,8833,Summer,Train,111373
11639,Jaipur,Rajasthan,5,4,Premium,35000,15186,5369,6395,4561,Monsoon,Car,66511
11640,Manali,Himachal Pradesh,4,4,Premium,28000,11307,3270,7908,9918,Monsoon,Train,60403
11641,Varanasi,Uttar Pradesh,4,4,Luxury,52000,12413,5141,3836,1500,Winter,Car,74890
11642,Goa,Goa,9,6,Luxury,117000,38899,5719,13941,5046,Winter,Car,180605
11643,Goa,Goa,6,4,Budget,9000,17400,5111,8934,8710,Monsoon,Car,49155
11644,Goa,Goa,2,6,Standard,7000,8745,1865,2628,980,Monsoon,Bus,21218
11645,Mysore,Karnataka,5,5,Budget,7500,18143,2137,8365,5278,Monsoon,Bus,41423
11646,Udaipur,Rajasthan,9,4,Standard,31500,26571,9500,16173,9806,Winter,Flight,93550
11647,Delhi,Delhi,2,2,Luxury,26000,3514,9708,1246,8502,Summer,Flight,48970
11648,Jaipur,Rajasthan,8,2,Luxury,104000,12452,3431,4992,2466,Summer,Train,127341
11649,Mysore,Karnataka,3,3,Premium,21000,7312,3934,3408,2910,Summer,Train,38564
11650,Jaipur,Rajasthan,7,6,Standard,24500,29724,2143,11088,9548,Summer,Bus,77003
11651,Mumbai,Maharashtra,6,6,Budget,9000,26404,1906,5544,7363,Monsoon,Bus,50217
11652,Udaipur,Rajasthan,5,6,Budget,7500,21185,3037,9990,5557,Summer,Train,47269
11653,Mysore,Karnataka,4,3,Standard,14000,9296,5357,2676,7087,Winter,Car,38416
11654,Jaipur,Rajasthan,3,2,Premium,21000,5133,5229,1773,4826,Monsoon,Car,37961
11655,Mumbai,Maharashtra,4,1,Standard,14000,3648,5938,4400,3955,Monsoon,Car,31941
11656,Manali,Himachal Pradesh,7,2,Premium,49000,11283,5577,13580,1655,Summer,Car,81095
11657,Manali,Himachal Pradesh,10,3,Budget,15000,21647,3333,14540,9807,Summer,Train,64327
11658,Agra,Uttar Pradesh,4,2,Standard,14000,5780,5183,7612,4764,Monsoon,Car,37339
11659,Goa,Goa,7,4,Budget,10500,20430,9180,11823,3977,Monsoon,Flight,55910
11660,Mumbai,Maharashtra,3,2,Budget,4500,5328,1544,3621,5738,Summer,Bus,20731
11661,Delhi,Delhi,8,1,Luxury,104000,6756,9392,5288,8109,Winter,Flight,133545
11662,Mumbai,Maharashtra,3,6,Budget,4500,12701,9419,2370,1072,Monsoon,Flight,30062
11663,Delhi,Delhi,5,6,Standard,17500,21887,9556,3220,7296,Summer,Flight,59459
11664,Mysore,Karnataka,10,2,Luxury,130000,14671,3163,13820,6685,Summer,Train,168339
11665,Delhi,Delhi,8,6,Standard,28000,34246,9504,11240,7383,Winter,Flight,90373
11666,Agra,Uttar Pradesh,2,5,Luxury,26000,7534,5459,2112,8923,Monsoon,Car,50028
11667,Shimla,Himachal Pradesh,3,6,Premium,21000,13679,2338,1794,2335,Monsoon,Bus,41146
11668,Goa,Goa,6,3,Premium,42000,12929,9225,6264,8938,Winter,Flight,79356
11669,Varanasi,Uttar Pradesh,10,3,Premium,70000,21385,2357,7390,1254,Winter,Bus,102386
11670,Manali,Himachal Pradesh,10,3,Luxury,130000,22074,9246,13980,5102,Winter,Flight,180402
11671,Udaipur,Rajasthan,6,1,Luxury,78000,5021,5955,4386,6316,Monsoon,Car,99678
11672,Mysore,Karnataka,10,5,Budget,15000,35188,1997,15050,1629,Monsoon,Bus,68864
11673,Goa,Goa,5,4,Budget,7500,15390,1790,9055,8491,Monsoon,Bus,42226
11674,Shimla,Himachal Pradesh,9,4,Premium,63000,25855,3021,17802,9497,Monsoon,Train,119175
11675,Mysore,Karnataka,6,2,Luxury,78000,9615,9272,5730,9104,Winter,Flight,111721
11676,Goa,Goa,7,3,Premium,49000,14893,9331,9044,5506,Winter,Flight,87774
11677,Varanasi,Uttar Pradesh,5,3,Budget,7500,11064,3750,4505,4495,Monsoon,Train,31314
11678,Udaipur,Rajasthan,8,5,Luxury,104000,28013,5256,9360,4846,Monsoon,Car,151475
11679,Varanasi,Uttar Pradesh,3,6,Standard,10500,12821,9603,5571,1974,Winter,Flight,40469
11680,Udaipur,Rajasthan,10,6,Standard,35000,42324,1515,16980,7277,Winter,Bus,103096
11681,Varanasi,Uttar Pradesh,8,2,Premium,56000,12072,9140,12336,3262,Summer,Flight,92810
11682,Jaipur,Rajasthan,2,1,Luxury,26000,1565,1779,1770,7996,Monsoon,Bus,39110
11683,Varanasi,Uttar Pradesh,9,4,Budget,13500,25487,5625,15219,9685,Winter,Car,69516
11684,Mumbai,Maharashtra,5,2,Budget,7500,8107,5625,8340,8219,Winter,Car,37791
11685,Mysore,Karnataka,9,5,Standard,31500,32858,5960,6867,5407,Winter,Car,82592
11686,Goa,Goa,8,3,Standard,28000,16887,3759,7896,2892,Summer,Train,59434
11687,Shimla,Himachal Pradesh,5,2,Luxury,65000,7755,3586,8015,4849,Monsoon,Train,89205
11688,Udaipur,Rajasthan,6,6,Luxury,78000,26478,9621,5304,3606,Monsoon,Flight,123009
11689,Agra,Uttar Pradesh,6,4,Luxury,78000,18159,1716,10194,4107,Summer,Bus,112176
11690,Mumbai,Maharashtra,9,4,Premium,63000,25734,3251,5814,5687,Summer,Train,103486
11691,Mysore,Karnataka,10,5,Standard,35000,36177,9086,5380,9499,Summer,Flight,95142
11692,Manali,Himachal Pradesh,5,2,Budget,7500,8114,5686,3475,1871,Monsoon,Car,26646
11693,Varanasi,Uttar Pradesh,6,3,Luxury,78000,13231,3782,8640,7732,Monsoon,Train,111385
11694,Varanasi,Uttar Pradesh,7,2,Premium,49000,9948,9367,10486,1461,Winter,Flight,80262
